ID,List Price,Duplex?,Bedrooms,Baths - Total,Baths - Full,Baths - Half,Stories,Subdivision,Square Footage,Year Built,Acreage,New Owned?,House Style,Covered Parking Spots,Misc Exterior,Has Pool?,Has Dock?,Fenced Yard,Screened Porch?,Amenities,Golf Course?,Fireplace?,Number of Fireplaces
115,"$369,900",Yes,3,2.5,2,1,2,Carolina Park,1797,2017,0.06,Yes,Townhouse,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Full Front,No,No,No,No,Amenities: Cable TV Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
117,"$375,000",Yes,3,2.5,2,1,2,Carolina Park,1797,2017,0.06,Yes,Townhouse,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Full Front,No,No,No,No,Amenities: Cable TV Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
5,"$769,900",No,4,3.5,3,1,2,Carolina Park,2767,2014,0.35,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Porch - Front Porch; Porch - Screened; Some Thermal Wnd/Doors; Special Yard Lights; Storage/Outbuilding; Other (Use Remarks),No,No,Yes,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
9,"$699,990",No,4,3.5,3,1,2,Carolina Park,3240,2014,0.29,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Patio - Covered; Porch - Front Porch; Porch - Full Front; Storm Windows,No,No,Yes,No,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup,No,Yes,1
62,"$436,625",No,4,3,3,0,2,Carolina Park,2072,2017,0.19,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch,No,No,No,No,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
61,"$446,900",No,3,2.5,2,1,2,Carolina Park,1895,2016,0.11,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened; Storage/Outbuilding,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
25,"$575,000",No,4,3.5,3,1,2,Carolina Park,3237,2014,0.2,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,Yes,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
27,"$575,000",No,4,3,3,0,2,Carolina Park,3045,2014,0.19,No,Traditional,2,Misc Exterior: Fence - Metal Enclosed; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,No,Yes,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
60,"$464,900",No,3,2.5,2,1,2,Carolina Park,1895,2017,0.13,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened; Storage/Outbuilding,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
59,"$469,900",No,4,2,2,0,1,Carolina Park,2177,2015,0.32,No,Patio,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,No,Yes,Yes,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
32,"$569,900",No,3,3,3,0,2,Carolina Park,2545,2014,0.16,No,Traditional,2,Misc Exterior: Fence - Partial; Gutters; Lawn Irrigation; Patio; Porch - Screened; Thermal Windows/Doors,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
40,"$530,000",No,4,3.5,3,1,2,Carolina Park,2761,2014,0.19,No,Traditional,2,Misc Exterior: Fence - Iron; Patio; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
57,"$478,900",No,3,2.5,2,1,2,Carolina Park,2199,2017,0.14,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
58,"$478,900",No,3,2.5,2,1,2,Carolina Park,2199,2017,0.12,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
56,"$489,900",No,4,3,3,0,2,Carolina Park,2072,2017,0.15,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Screened; Porch - Wrap-Around,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
54,"$505,000",No,4,3,3,0,2,Carolina Park,2457,2017,0.15,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Patio - Covered; Porch - Full Front,No,No,No,No,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
52,"$505,900",No,3,2.5,2,1,2,Carolina Park,1990,2017,0.17,Yes,Craftsman,2,Misc Exterior: Deck; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
55,"$499,900",No,4,2.5,2,1,2,Carolina Park,2814,2013,0.15,No,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Storm Doors,No,No,No,No,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
50,"$509,000",No,4,3.5,3,1,2,Carolina Park,2445,2017,0.17,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
49,"$512,000",No,3,3,3,0,1,Carolina Park,2537,2017,0.22,Yes,Ranch,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
47,"$513,723",No,3,2,2,0,1,Carolina Park,1666,2016,0.14,Yes,Ranch,2,Misc Exterior: Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
46,"$519,000",No,4,3.5,3,1,2,Carolina Park,2761,2016,0.16,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
45,"$522,000",No,4,3.5,3,1,2,Carolina Park,2761,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
44,"$522,075",No,5,3.5,3,1,3,Carolina Park,3206,2017,0.2,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch,No,No,No,No,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
43,"$525,000",No,4,2.5,2,1,1,Carolina Park,2083,2015,0.15,No,Ranch,2,Misc Exterior: Fence - Metal Enclosed; Gutters; Patio; Patio - Covered; Porch - Front Porch; Porch - Full Front; Porch - Screened; Thermal Windows/Doors,No,No,Yes,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
42,"$529,900",No,4,3.5,3,1,2,Carolina Park,2612,2016,0.16,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Screened; Other (Use Remarks),No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
41,"$530,000",No,3,3,3,0,1,Carolina Park,2537,2017,0.28,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch,No,No,No,No,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
38,"$534,000",No,3,2.5,2,1,2,Carolina Park,2445,2016,0.21,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
37,"$534,900",No,3,3.5,3,1,2,Carolina Park,2357,2017,0.17,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
36,"$549,900",No,3,3,3,0,2,Carolina Park,2255,2017,0.17,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
35,"$561,900",No,4,3.5,3,1,2,Carolina Park,2559,2017,0.16,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Screened; Porch - Wrap-Around,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
33,"$564,900",No,4,3.5,3,1,2,Carolina Park,3010,2016,0.17,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
34,"$564,900",No,4,3.5,3,1,2,Carolina Park,2433,2017,0.2,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
31,"$569,900",No,4,3.5,3,1,2,Carolina Park,3065,2015,0.19,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
30,"$571,900",No,4,3.5,3,1,2,Carolina Park,2593,2017,0.17,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
28,"$574,900",No,4,3.5,3,1,2,Carolina Park,3180,2016,0.2,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
29,"$574,900",No,4,3.5,3,1,2,Carolina Park,2433,2017,0.22,Yes,Craftsman,2,Misc Exterior: Porch - Screened; Porch - Wrap-Around,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
24,"$577,977",No,5,3.5,3,1,3,Carolina Park,3206,2017,0.19,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch,No,No,No,No,Amenities: Bus Line; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
22,"$589,900",No,4,3.5,3,1,2,Carolina Park,3086,2017,0.22,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
23,"$589,900",No,4,3.5,3,1,2,Carolina Park,2593,2017,0.2,Yes,Craftsman,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
19,"$599,900",No,4,3.5,3,1,2,Carolina Park,3021,2016,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
18,"$609,900",No,4,3.5,3,1,2,Carolina Park,3237,2017,0.2,Yes,Cottage,2,Misc Exterior: Lawn Irrigation; Porch - Screened; Other (Use Remarks),No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
15,"$613,290",No,4,4,4,0,2,Carolina Park,3065,2016,0.16,Yes,Traditional,2,Misc Exterior: Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
13,"$614,900",No,5,4.5,4,1,2,Carolina Park,3304,2017,0.17,Yes,Traditional,4,Misc Exterior: Lawn Irrigation; Porch - Screened; Porch - Wrap-Around,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Central TV Antenna; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
12,"$651,948",No,4,4,4,0,2,Carolina Park,3058,2016,0.23,Yes,Traditional,2,Misc Exterior: Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
7,"$725,900",No,4,4.5,4,1,2,Carolina Park,3220,2016,0.29,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened; Some Thermal Wnd/Doors,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
6,"$729,900",No,4,3.5,3,1,2,Carolina Park,3067,2017,0.27,Yes,Charleston Single,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
4,"$775,000",No,5,3.5,3,1,2,Carolina Park,3421,2016,0.28,No,Cottage,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened; Some Thermal Wnd/Doors; Thermal Windows/Doors,No,No,Yes,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
2,"$835,900",No,4,4.5,4,1,2,Carolina Park,3098,2017,0.26,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened; Some Thermal Wnd/Doors,No,No,No,Yes,Amenities: Bus Line; Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
158,"$450,000",Yes,3,3.5,3,1,2,Dunes West,2800,2016,0.09,Yes,Townhouse,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Porch - Full Front; Porch - Screened,No,No,Yes,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
164,"$471,895",Yes,3,3.5,3,1,2,Dunes West,2800,2016,0.1,Yes,Townhouse,1.5,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
163,"$472,900",Yes,3,3.5,3,1,2,Dunes West,2812,2016,0.1,Yes,Townhouse,1.5,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
172,"$477,465",Yes,3,3.5,3,1,2,Dunes West,2750,2017,0.11,Yes,Townhouse,3.5,Misc Exterior: Gutters; Lawn Irrigation; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
167,"$477,771",Yes,3,3.5,3,1,2,Dunes West,2800,2016,0.09,Yes,Townhouse,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Porch - Full Front; Porch - Screened,No,No,Yes,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
176,"$497,562",Yes,3,3.5,3,1,2,Dunes West,2812,2016,0.09,Yes,Townhouse,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Porch - Full Front,No,No,Yes,No,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
64,"$975,000",No,4,4,4,0,3,Dunes West,4059,1993,1.2,No,Traditional,7,Misc Exterior: Deck; Elevator Shaft; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Workshop,No,No,No,No,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
66,"$925,000",No,4,3.5,3,1,2,Dunes West,5059,1992,1.37,No,Traditional,3,Misc Exterior: Deck; Gutters; Lawn Irrigation; Lawn Well; Pool - In Ground; Porch - Front Porch; Some Storm Wnd/Doors; Special Yard Lights,Yes,No,No,No,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,2
67,"$899,000",No,6,4.5,4,1,2,Dunes West,4167,1995,1,No,Traditional,3,Misc Exterior: Boatlift; Deck; Dock - Floating; Dock - Shared; Porch - Full Front,No,Yes,No,No,Amenities: Club House; Club Membership Available; Exercise Area; Gated Comm; Golf Membership Available; Neighborhood Pool; Play Park; Tennis Court,Yes,Yes,1
69,"$880,000",No,5,3.5,3,1,2,Dunes West,4301,2006,0.42,No,Traditional,5,Misc Exterior: Deck; Fence - Metal Enclosed; Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch; Porch - Full Front; Porch - Screened; Special Yard Lights; Thermal Windows/Doors,No,No,Yes,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
70,"$879,900",No,5,4,3,2,3,Dunes West,4433,2004,0.61,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Patio; Pool - In Ground; Porch - Front Porch; Porch - Screened; Special Yard Lights,Yes,No,Yes,Yes,Amenities: Boat Ramp; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
72,"$875,000",No,5,4.5,4,1,2,Dunes West,3886,2006,0.49,No,Traditional,2,Misc Exterior: Fence - Metal Enclosed; Fence - Private; Gutters; Lawn Irrigation; Patio; Patio - Covered; Pool - In Ground; Special Yard Lights,Yes,No,Yes,No,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Walk/Jog Trails,Yes,Yes,1
73,"$875,000",No,5,5,4,2,2,Dunes West,3882,2008,0.51,No,Charleston Single,9,Misc Exterior: Deck; Patio,No,No,No,No,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
74,"$840,000",No,5,4.5,4,1,2,Dunes West,3927,2005,0.54,No,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened; Special Yard Lights,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Bus Line; Cable TV Available; Club House; Club Membership Available; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
