ID,List Price,Duplex?,Bedrooms,Baths - Total,Baths - Full,Baths - Half,Stories,Subdivision,Square Footage,Year Built,Acreage,New Owned?,House Style,Covered Parking Spots,Misc Exterior,Has Pool?,Has Dock?,Fenced Yard,Screened Porch?,Amenities,Golf Course?,Fireplace?,Number of Fireplaces
144,"$1,199,000",No,4,3.5,3,1,2,Dunes West,4250,1999,1.07,No,Traditional,2,Misc Exterior: Dock - Existing; Dock - Floating,No,Yes,No,No,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; RV; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
145,"$369,000",Yes,4,4,4,0,3,Dunes West,2890,2006,0.06,No,Townhouse,2,Misc Exterior: Gutters; Patio - Covered; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
146,"$380,000",Yes,3,2.5,2,1,2,Dunes West,2799,2005,0.18,No,Condominium,2,Misc Exterior: Gutters; Porch - Screened,No,No,No,Yes,Amenities: Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Lawn Maint Incl; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
147,"$425,000",Yes,4,3.5,3,1,3,Dunes West,3014,2005,0,No,Condominium,2,Misc Exterior: Gazebo; Gutters; Patio - Covered; Porch - Screened,No,No,No,Yes,Amenities: Boat Storage; Cable TV Available; Club House; Gated Comm; Golf Membership Available; Lawn Maint Incl; Security Guard/Sys; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
148,"$394,000",Yes,4,3.5,3,1,2,Dunes West,2785,2006,0.06,No,Townhouse,2,Misc Exterior: Patio - Covered; Porch - Screened,No,No,No,Yes,Amenities: Boat Storage; Club House; Club Membership Available; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
149,"$237,000",Yes,2,2,2,0,1,Dunes West,1633,1999,0,No,Condo Regime,0,Misc Exterior:,No,No,No,No,Amenities: Boat Ramp; Cable TV Available; Central TV Antenna; Club House; Club Membership Available; Exercise Area; Golf; Golf Membership Available; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,No,0
150,"$1,199,000",No,4,3.5,3,1,2,Dunes West,3867,1998,1.01,No,Traditional,3,Misc Exterior: Boatlift; Deck; Dock - Existing; Dock - Floating; Dock - Shared; Elevator Shaft; Lawn Irrigation; Porch - Screened; Special Yard Lights; Workshop,No,Yes,No,Yes,Amenities: Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,No,0
113,"$575,000",No,4,4,4,0,2,Dunes West,2890,2016,0.15,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Gazebo; Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened; Other (Use Remarks),No,No,Yes,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
153,"$224,900",Yes,2,2,2,0,1,Dunes West,1494,1998,0,No,Condominium,0,Misc Exterior: Gutters; Lawn Irrigation,No,No,No,No,Amenities: Cable TV Available; Club Membership Available; Golf Membership Available; Lawn Maint Incl; Trash Pickup,Yes,No,0
154,"$229,000",Yes,2,2,2,0,1,Dunes West,1494,2001,0,No,Condominium,0,Misc Exterior: Porch - Screened,No,No,No,Yes,Amenities:,No,No,0
155,"$232,900",Yes,3,2,2,0,1,Dunes West,1494,2000,0,No,Condo Regime,0,Misc Exterior: Porch - Screened,No,No,No,Yes,Amenities:,No,No,0
156,"$1,050,000",No,4,4,3,2,3,Dunes West,5600,1992,1.01,No,Traditional,4,Misc Exterior: Deck; Fence - Metal Enclosed; Gutters; Lawn Irrigation; Lawn Well; Patio - Covered; Pool - In Ground; Porch - Front Porch; Porch - Screened; Special Yard Lights,Yes,No,Yes,Yes,Amenities: Boat Ramp; Cable TV Available; Club House; Club Membership Available; Exercise Area; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup,Yes,Yes,2
162,"$362,500",Yes,3,2.5,2,1,2,Dunes West,2166,2014,0.06,No,Townhouse,2,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Club Membership Available; Exercise Area; Golf; Golf Membership Available; Neighborhood Pool; Tennis Court; Trash Pickup,Yes,No,0
165,"$245,000",Yes,2,2.5,2,1,2,Dunes West,1442,2006,0,No,Condo Regime,0,Misc Exterior: Fence - Partial; Patio; Porch - Front Porch; Porch - Full Front,No,No,No,No,Amenities: Walk/Jog Trails,No,No,0
110,"$615,000",No,4,3.5,3,1,3,Dunes West,3143,2015,0.15,No,Traditional,2,Misc Exterior: Fence - Metal Enclosed; Gutters; Lawn Irrigation; Patio; Pool - In Ground; Porch - Front Porch; Porch - Screened,Yes,No,Yes,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
96,"$715,015",No,5,4,4,0,3,Dunes West,3523,2016,0.37,Yes,Traditional,3,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
94,"$723,000",No,4,3.5,3,1,2,Dunes West,3463,2017,0.34,Yes,Cottage,2,Misc Exterior: Porch - Front Porch; Porch - Full Front; Porch - Wrap-Around,No,No,No,No,Amenities: Boat Ramp; Boat Storage; Club Membership Available; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
90,"$749,145",No,4,3.5,3,1,2,Dunes West,3075,2017,0.14,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
88,"$750,000",No,5,4,4,0,2,Dunes West,4007,2017,0.32,Yes,Traditional,3,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
89,"$750,000",No,5,4,4,0,2,Dunes West,3793,2016,0.35,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
86,"$752,000",No,4,4,4,0,3,Dunes West,3766,2016,0.31,Yes,Traditional,2,Misc Exterior: Elevator Shaft; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
84,"$763,634",No,4,4,4,0,2,Dunes West,2825,2017,0.15,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
83,"$765,135",No,5,4,4,0,3,Dunes West,3811,2016,0.3,Yes,Traditional,3,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
82,"$774,650",No,6,5,5,0,3,Dunes West,4338,2017,0.33,Yes,Traditional,3,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
79,"$827,189",No,6,4,4,0,2,Dunes West,3841,2016,0.54,Yes,Traditional,2,Misc Exterior: Deck; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
78,"$827,655",No,3,2.5,2,1,2,Dunes West,2751,2017,2.19,Yes,Traditional,2,Misc Exterior: Dock - Permit; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened,No,Yes,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
76,"$832,140",No,5,5.5,5,1,2,Dunes West,4377,2017,0.33,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Cable TV Available; Club House; Club Membership Available; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
75,"$840,000",No,5,5,5,0,2,Dunes West,3912,2017,0.69,Yes,Contemporary,3,Misc Exterior: Deck; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails; Other (Use Remarks),Yes,Yes,1
71,"$879,000",No,5,3.5,3,1,2,Dunes West,3800,2017,0.52,Yes,Traditional,4,Misc Exterior: Deck; Elevator Shaft; Gutters; Patio - Covered; Porch - Screened,No,No,No,Yes,Amenities: Boat Storage; Club House; Club Membership Available; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,2
68,"$891,846",No,4,3.5,3,1,2,Dunes West,3075,2017,3.09,Yes,Traditional,2,Misc Exterior: Dock - Permit; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,Yes,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
65,"$935,000",No,6,4.5,4,1,3,Dunes West,4451,2016,0.37,Yes,Traditional,3,Misc Exterior: Deck; Elevator Shaft; Gutters; Lawn Irrigation; Patio; Porch - Full Front; Porch - Screened; Storm Doors; Storm Windows,No,No,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf Membership Available; Handicapped Equipped; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
157,"$1,005,685",No,4,4,4,0,2,Dunes West,2825,2017,2.32,Yes,Traditional,2,Misc Exterior: Dock - Permit; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened; Porch - Wrap-Around,No,Yes,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
152,"$1,112,885",No,4,4,4,0,2,Dunes West,3312,2017,1.94,Yes,Traditional,3,Misc Exterior: Dock - Permit; Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,Yes,No,Yes,Amenities: Boat Ramp; Boat Storage; Cable TV Available; Club House; Club Membership Available; Exercise Area; Gated Comm; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
151,"$1,136,900",No,4,4.5,4,1,2,Dunes West,4450,2017,0.45,Yes,Craftsman,3,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Porch - Full Front,No,No,No,No,Amenities: Boat Storage; Club Membership Available; Golf Membership Available; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
141,"$1,450,000",No,6,4.5,4,1,3,Dunes West,5000,2016,0.42,Yes,Colonial,3,Misc Exterior: Deck; Dock - Shared,No,Yes,No,No,Amenities: Boat Ramp; Cable TV Available; Club House; Club Membership Available; Dock Facilities; Exercise Area; Gated Comm; Golf,Yes,Yes,1
1,"$350,000",Yes,3,2.5,2,1,3,Park West,2592,2009,0.06,No,Townhouse,2,Misc Exterior: Gutters; Lawn Irrigation; Patio; Patio - Covered; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Elevators; Neighborhood Pool; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
3,"$119,900",Yes,1,1,1,0,1,Park West,777,2000,0,No,Condominium,0,Misc Exterior: Porch - Screened; Storage/Outbuilding,No,No,No,Yes,Amenities: Boat Storage; Cable TV Available; Club House; Exercise Area; Extra Storage; Gated Comm; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
231,"$386,990",No,3,2,2,0,1,Park West,1540,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Special Yard Lights,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
229,"$406,990",No,3,2.5,2,1,2,Park West,2031,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Porch - Front Porch; Special Yard Lights,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
8,"$179,900",Yes,2,2,2,0,1,Park West,1137,2000,0,No,Condo Regime,1,Misc Exterior: Porch - Wrap-Around,No,No,No,No,Amenities: Cable TV Available; Club House; Exercise Area; Gated Comm; Neighborhood Pool; Tennis Court; Trash Pickup,No,No,0
10,"$124,900",Yes,1,1,1,0,3,Park West,777,2000,0,No,Condominium,0,Misc Exterior:,No,No,No,No,Amenities: Boat Storage; Cable TV Available; Club House; Exercise Area; Gated Comm; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
11,"$349,999",Yes,4,3.5,3,1,2,Park West,2151,2013,0.09,No,Townhouse,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Patio; Porch - Front Porch,No,No,Yes,No,Amenities: Cable TV Available; Club House; Lawn Maint Incl; Neighborhood Pool; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
228,"$416,990",No,3,2.5,2,1,2,Park West,2209,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Porch - Front Porch; Special Yard Lights; Other (Use Remarks),No,No,No,No,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
225,"$426,990",No,3,2.5,2,1,2,Park West,2435,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Porch - Full Front; Special Yard Lights,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
14,"$425,000",Yes,3,3,3,0,3,Park West,2605,2009,0,No,Townhouse,2,Misc Exterior: Deck; Porch - Screened,No,No,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
226,"$426,990",No,3,2.5,2,1,2,Park West,2248,2016,0.2,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Porch - Full Front; Special Yard Lights,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
16,"$375,000",Yes,4,3,3,0,2,Park West,2284,2009,0,No,Townhouse,2,Misc Exterior: Deck; Gutters; Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
17,"$347,000",Yes,3,2.5,2,1,2,Park West,2100,2013,0.07,No,Townhouse,1,Misc Exterior: Fence - Private; Fence - Wooden Enclosed; Patio; Stoop,No,No,Yes,No,Amenities: Cable TV Available; Club House; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
223,"$437,990",No,4,2.5,2,1,2,Park West,2553,2016,0.17,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Special Yard Lights,No,No,No,No,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
20,"$189,500",Yes,2,2,2,0,1,Park West,1137,2000,0,No,Condo Regime,1,Misc Exterior: Patio; Storage/Outbuilding,No,No,No,No,Amenities: Boat Storage; Cable TV Available; Club House; Exercise Area; Neighborhood Pool; Tennis Court,No,No,0
21,"$341,500",Yes,3,2.5,2,1,3,Park West,2048,2008,0.05,No,Townhouse,2,Misc Exterior: Gutters; Lawn Irrigation; Patio,No,No,No,No,Amenities: Cable TV Available; Club House; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
222,"$439,990",No,3,2.5,2,1,2,Park West,2031,2017,0.18,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Full Front,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
221,"$441,990",No,4,3.5,3,1,2,Park West,2561,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Porch - Full Front; Special Yard Lights,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
26,"$360,000",Yes,4,3.5,3,1,2,Park West,2102,2013,0.09,No,Townhouse,2,Misc Exterior: Fence - Private; Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Thermal Windows/Doors,No,No,Yes,No,Amenities: Cable TV Available; Club House; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
218,"$456,990",No,4,3.5,3,1,2,Park West,2808,2016,0.2,Yes,Charleston Single,2,Misc Exterior:,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
215,"$473,490",No,4,3.5,3,1,3,Park West,2477,2016,0.14,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Porch - Full Front; Porch - Screened; Special Yard Lights,No,No,No,Yes,Amenities: Cable TV Available; Club House; Club Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
214,"$474,990",No,4,2.5,2,1,2,Park West,2649,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Front Porch; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
213,"$475,990",No,4,2.5,2,1,2,Park West,2635,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Front Porch; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
39,"$226,900",Yes,3,2,2,0,2,Park West,1282,2000,0,No,Condominium,0,Misc Exterior:,No,No,No,No,Amenities: Boat Storage; Cable TV Available; Club House; Exercise Area; Extra Storage; Gated Comm; Lawn Maint Incl; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Walk/Jog Trails,No,No,0
212,"$479,900",No,4,3.5,3,1,2,Park West,2769,2017,0.17,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Thermal Windows/Doors,No,No,No,No,Amenities: Trash Pickup; Walk/Jog Trails,No,Yes,1
211,"$485,900",No,4,3.5,3,1,2,Park West,2678,2017,0.19,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
