ID,List Price,Duplex?,Bedrooms,Baths - Total,Baths - Full,Baths - Half,Stories,Subdivision,Square Footage,Year Built,Acreage,New Owned?,House Style,Covered Parking Spots,Misc Exterior,Has Pool?,Has Dock?,Fenced Yard,Screened Porch?,Amenities,Golf Course?,Fireplace?,Number of Fireplaces
210,"$486,990",No,4,3,3,0,2,Park West,2435,2016,0.16,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
48,"$369,900",Yes,3,2.5,2,1,2,Park West,2004,2006,0,No,Condo Regime,2,Misc Exterior: Fence - Wooden Enclosed; Patio; Porch - Front Porch,No,No,Yes,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
205,"$503,990",No,4,2.5,2,1,2,Park West,2900,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Front Porch; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
51,"$205,900",Yes,2,2,2,0,3,Park West,1110,2006,0,No,Condo Regime,0,Misc Exterior: Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Gated Comm; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails; Other (Use Remarks),No,No,0
53,"$199,000",Yes,2,2,2,0,3,Park West,1063,2006,0,No,Condo Regime,0,Misc Exterior: Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Gated Comm; Lawn Maint Incl; Neighborhood Pool; Play Park; Tennis Court,No,No,0
203,"$505,990",No,3,2.5,2,1,2,Park West,2435,2016,0.15,Yes,Charleston Single,2,Misc Exterior: Fence - Partial; Gutters; Lawn Irrigation; Patio; Porch - Full Front; Porch - Screened; Special Yard Lights; Other (Use Remarks),No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
202,"$508,000",No,4,3.5,3,1,3,Park West,2746,2015,0.13,Yes,Traditional,1,Misc Exterior: Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Gated Comm; Handicapped Equipped; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup,No,Yes,1
201,"$508,990",No,5,3.5,3,1,2,Park West,3040,2017,0.23,Yes,Traditional,2,Misc Exterior: Patio; Special Yard Lights,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
200,"$509,990",No,4,2.5,2,1,2,Park West,2713,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
198,"$511,000",No,4,3,3,0,2,Park West,3129,2017,0.19,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
197,"$511,900",No,4,3,3,0,2,Park West,3249,2016,0.17,Yes,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Patio; Thermal Windows/Doors,No,No,No,No,Amenities: Club House; Neighborhood Pool; Trash Pickup; Walk/Jog Trails,No,Yes,1
63,"$220,000",Yes,2,2,2,0,1,Park West,1107,2006,0,No,Condo Regime,0,Misc Exterior: Porch - Screened,No,No,No,Yes,Amenities: Club House; Exercise Area; Neighborhood Pool,No,No,0
196,"$514,900",No,4,3.5,3,1,2,Park West,2808,2016,0.18,No,Traditional,2,Misc Exterior: Porch - Front Porch; Porch - Full Front; Porch - Screened; Workshop,No,No,No,Yes,Amenities: Club Membership Available; Neighborhood Pool; Play Park; Trash Pickup; Walk/Jog Trails,No,No,0
195,"$524,990",No,4,3,3,0,2,Park West,2843,2017,0.23,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Front Porch; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
192,"$549,990",No,4,3.5,3,1,2,Park West,3227,2017,0.23,Yes,Traditional,2,Misc Exterior: Patio; Porch - Front Porch; Special Yard Lights,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
159,"$999,999",No,5,4.5,4,1,2,Park West,4300,2004,0.39,No,Traditional,4,Misc Exterior: Deck; Dock - Existing; Dock - Floating; Lawn Irrigation; Porch - Front Porch; Porch - Full Front; Porch - Screened; Porch - Wrap-Around,No,Yes,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
161,"$924,900",No,4,3.5,3,1,2,Park West,3900,2002,0.85,No,Traditional,3,Misc Exterior: Deck; Dock - Permit; Gutters; Lawn Irrigation; Porch - Screened; Special Yard Lights; Thermal Windows/Doors,No,Yes,No,Yes,Amenities: Club House; Exercise Area; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
166,"$899,000",No,5,5.5,5,1,2,Park West,4361,2004,0.49,No,Traditional,3,Misc Exterior: Dock - Existing; Dock - Shared; Fence - Wooden Enclosed; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,Yes,Yes,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Neighborhood Pool; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
168,"$875,000",No,4,3,3,0,2,Park West,5276,2007,0.35,No,Traditional,3,Misc Exterior: Fence - Partial; Gutters; Patio; Porch - Screened; Some Thermal Wnd/Doors; Stoop,No,No,No,Yes,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
169,"$875,000",No,5,3.5,3,1,2,Park West,4383,2008,0.33,No,Traditional,3,Misc Exterior: Deck; Lawn Irrigation; Lawn Well; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
171,"$868,000",No,5,3.5,3,1,3,Park West,3687,2012,0.27,No,Contemporary,5,Misc Exterior: Deck; Dock - Existing; Dock - Floating; Dock - Shared; Lawn Irrigation; Porch - Screened,No,Yes,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
189,"$639,000",No,4,3.5,3,1,3,Park West,3143,2015,0.14,Yes,Traditional,2,Misc Exterior: Gutters; Handicapped Equipped; Lawn Irrigation; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Gated Comm; Handicapped Equipped; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
174,"$850,000",No,5,4,4,0,2,Park West,4700,2010,0.33,No,Traditional,3,Misc Exterior: Fence - Metal Enclosed; Gutters; Lawn Irrigation; Patio; Pool - In Ground; Porch - Front Porch; Porch - Screened,Yes,No,Yes,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
175,"$840,000",No,6,4.5,4,1,3,Park West,4670,2012,0.29,No,Traditional,2,Misc Exterior: Deck; Fence - Iron; Lawn Irrigation; Patio - Covered; Porch - Screened; Porch - Wrap-Around; Other (Use Remarks),No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
177,"$795,000",No,5,4,4,0,2,Park West,3600,2007,0.31,No,Traditional,2,Misc Exterior: Lawn Irrigation; Porch - Screened; Storm Doors; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Neighborhood Pool; Play Park; Security Guard/Sys; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
178,"$789,900",No,5,4.5,4,1,3,Park West,4700,2006,0.33,No,Traditional,3,Misc Exterior: Deck; Elevator Shaft; Fence - Iron; Lawn Irrigation; Patio; Patio - Covered; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup,No,Yes,1
179,"$785,000",No,4,3.5,3,1,3,Park West,3324,2002,0.22,No,Traditional,2,Misc Exterior: Boatlift; Deck; Dock - Existing; Dock - Shared; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,Yes,No,Yes,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
180,"$775,000",No,4,4,4,0,2,Park West,3884,2007,0.31,No,Traditional,3,Misc Exterior: Deck; Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened; Porch - Wrap-Around; Some Thermal Wnd/Doors; Workshop,No,No,No,Yes,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
181,"$775,000",No,4,5.5,5,1,2,Park West,3837,2004,0.37,No,Traditional,2,Misc Exterior: Deck; Gutters; Lawn Irrigation; Porch - Full Front; Porch - Screened; Some Thermal Wnd/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
182,"$750,000",No,5,3.5,3,1,2,Park West,3559,2006,0.24,No,Colonial,3,Misc Exterior: Deck; Elevator Shaft; Fence - Metal Enclosed; Gutters; Porch - Full Front; Porch - Screened; Thermal Windows/Doors,No,No,Yes,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
183,"$720,000",No,5,4.5,4,1,2,Park West,3992,2002,0.38,No,Traditional,3,Misc Exterior: Fence - Private; Lawn Irrigation; Pool - In Ground; Porch - Full Front; Porch - Screened,Yes,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Trash Pickup; Walk/Jog Trails,No,Yes,1
184,"$689,950",No,4,3.5,3,1,1,Park West,3950,2000,0.34,No,Ranch,2,Misc Exterior: Fence - Partial; Pool - In Ground; Porch - Front Porch,Yes,No,No,No,Amenities: Neighborhood Pool; Walk/Jog Trails,No,Yes,1
185,"$689,000",No,4,4,3,2,2,Park West,3407,2013,0.29,No,Traditional,3,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
186,"$659,900",No,4,3.5,3,1,2,Park West,3304,2006,0.36,No,Traditional,2,Misc Exterior: Gutters; Porch - Front Porch; Porch - Wrap-Around,No,No,No,No,Amenities: Trash Pickup,No,Yes,1
187,"$650,000",No,4,3.5,3,1,2,Park West,3678,2005,0.34,No,Traditional,2,Misc Exterior: Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
188,"$640,000",No,5,4,4,0,2,Park West,4199,2007,0.4,No,Traditional,2,Misc Exterior: Porch - Front Porch; Porch - Screened; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club Membership Available; Golf; Golf Membership Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,Yes,Yes,1
190,"$600,000",No,4,2.5,2,1,2,Park West,2794,2001,0.36,No,Traditional,2,Misc Exterior: Fence - Metal Enclosed; Gutters; Lawn Irrigation; Patio; Porch - Full Front; Porch - Screened; Special Yard Lights,No,No,Yes,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
191,"$599,000",No,4,4,4,0,2,Park West,3174,2004,0.31,No,Charleston Single,2,Misc Exterior: Gutters; Lawn Irrigation; Patio - Covered; Porch - Front Porch; Porch - Screened; Porch - Wrap-Around,No,No,No,Yes,Amenities: Cable TV Available; Trash Pickup,No,Yes,2
193,"$529,900",No,5,4.5,4,1,2,Park West,3374,2001,0.2,No,Traditional,2,Misc Exterior: Deck; Fence - Wooden Enclosed; Gutters; Patio - Covered; Porch - Front Porch,No,No,Yes,No,Amenities: Boat Storage; Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
194,"$527,900",No,5,3,3,0,2,Park West,3185,2009,0.24,No,Traditional,2,Misc Exterior: Deck; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Exercise Area; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
199,"$510,000",No,4,2.5,2,1,2,Park West,2790,2002,0.22,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Gutters; Porch - Front Porch; Porch - Screened,No,No,Yes,Yes,Amenities: Boat Storage; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
204,"$505,000",No,4,3,3,0,2,Park West,3246,2014,0.21,No,Traditional,2,Misc Exterior: Lawn Irrigation; Patio; Porch - Full Front; Thermal Windows/Doors,No,No,No,No,Amenities: Cable TV Available; Club House; Exercise Area; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
206,"$500,000",No,4,2.5,2,1,2,Park West,2982,2007,0.3,No,Traditional,2,Misc Exterior: Gutters; Patio; Porch - Full Front; Porch - Screened; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
207,"$499,990",No,4,2.5,2,1,2,Park West,3176,2006,0.19,No,Contemporary,2,Misc Exterior:,No,No,No,No,Amenities: Club House; Dock Facilities; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
208,"$497,900",No,4,2.5,2,1,2,Park West,2852,2006,0.19,No,Traditional,2,Misc Exterior: Deck; Gutters; Porch - Front Porch,No,No,No,No,Amenities: Boat Storage; Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
209,"$490,000",No,4,3,3,0,2,Park West,2819,2003,0.2,No,Traditional,2,Misc Exterior: Gutters; Lawn Irrigation; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Trash Pickup; Walk/Jog Trails,No,Yes,1
173,"$854,437",No,4,3.5,3,1,2,Park West,3025,2016,0.22,Yes,Traditional,2,Misc Exterior: Porch - Full Front; Porch - Screened; Porch - Wrap-Around; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
216,"$465,000",No,4,2,2,0,1,Park West,2461,2005,0.18,No,Traditional,2,Misc Exterior: Fence - Metal Enclosed; Patio; Porch - Full Front; Porch - Screened; Storm Doors; Thermal Windows/Doors,No,No,Yes,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
217,"$464,500",No,5,3,3,0,1,Park West,2658,2004,0.19,No,Traditional,2,Misc Exterior: Deck; Fence - Metal Enclosed; Gutters; Some Thermal Wnd/Doors,No,No,Yes,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
170,"$874,900",No,4,4,4,0,2,Park West,3528,2017,0.34,Yes,Traditional,2,Misc Exterior: Lawn Irrigation; Patio - Covered; Porch - Front Porch,No,No,No,No,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
219,"$450,000",No,4,3.5,3,1,3,Park West,2800,2006,0.2,No,Traditional,2,Misc Exterior: Deck; Patio - Covered; Porch - Screened; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
220,"$450,000",No,4,2.5,2,1,2,Park West,2290,2006,0.22,No,Traditional,2,Misc Exterior: Fence - Partial; Porch - Front Porch; Porch - Screened,No,No,No,Yes,Amenities: Neighborhood Pool; Tennis Court; Walk/Jog Trails,No,Yes,1
160,"$930,525",No,4,3.5,3,1,2,Park West,3107,2017,0.23,Yes,Traditional,2,Misc Exterior: Porch - Full Front; Porch - Screened; Thermal Windows/Doors,No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
224,"$429,000",No,4,2.5,2,1,2,Park West,2492,2001,0.17,No,Traditional,2,Misc Exterior: Fence - Wooden Enclosed; Lawn Irrigation; Patio; Porch - Screened,No,No,Yes,Yes,Amenities: Cable TV Available; Club Membership Available; Neighborhood Pool,No,Yes,1
227,"$421,999",No,3,2.5,2,1,2,Park West,2588,2001,0.2,No,Traditional,2,Misc Exterior: Deck; Fence - Partial; Fence - Wooden Enclosed; Patio; Porch - Screened,No,No,Yes,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
230,"$400,000",No,4,2.5,2,1,2,Park West,2400,2003,0.18,No,Traditional,2,Misc Exterior: Gutters; Patio; Porch - Screened; Stoop; Storm Windows; Thermal Windows/Doors,No,No,No,Yes,Amenities: Boat Storage; Cable TV Available; Central TV Antenna; Club House; Club Membership Available; Dock Facilities; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
232,"$364,900",No,5,3,3,0,3,Park West,2350,2005,0.15,No,Traditional,1,Misc Exterior: Porch - Front Porch,No,No,No,No,Amenities: Club House; Neighborhood Pool; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
233,"$359,500",No,4,2,2,0,1,Park West,1760,2001,0.15,No,Ranch,2,Misc Exterior: Fence - Wooden Enclosed; Patio,No,No,Yes,No,Amenities: Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
234,"$339,000",No,3,2.5,2,1,2,Park West,1740,2003,0.16,No,Traditional,1,Misc Exterior: Patio; Porch - Full Front,No,No,No,No,Amenities: Cable TV Available; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails; Other (Use Remarks),No,Yes,1
235,"$338,800",No,3,2.5,2,1,2,Park West,1740,2003,0.16,No,Traditional,1,Misc Exterior: Patio; Porch - Full Front; Porch - Screened; Some Thermal Wnd/Doors; Other (Use Remarks),No,No,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
236,"$327,000",No,4,3.5,3,1,3,Park West,1900,2004,0.14,No,Traditional,1,Misc Exterior: Patio; Porch - Front Porch,No,No,No,No,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
237,"$325,000",No,3,2.5,2,1,2,Park West,1740,2005,0.14,No,Charleston Single,1,Misc Exterior: Fence - Wooden Enclosed; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,No,Yes,Yes,Amenities: Neighborhood Pool; Play Park; Trash Pickup; Walk/Jog Trails,No,Yes,1
238,"$324,900",No,3,2,2,0,1,Park West,1432,2001,0.16,No,Ranch,2,Misc Exterior: Fence - Partial; Lawn Irrigation; Patio; Other (Use Remarks),No,No,No,No,Amenities: Cable TV Available; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,No,0
239,"$319,500",No,3,2,2,0,1,Park West,1500,2002,0.02,No,Ranch,2,Misc Exterior: Fence - Wooden Enclosed,No,No,Yes,No,Amenities: Cable TV Available; Club House; Play Park; Tennis Court; Walk/Jog Trails,No,Yes,1
241,"$1,595,000",No,6,6.5,6,1,3,Park West,4775,2016,0.64,Yes,Traditional,3,Misc Exterior: Boatlift; Deck; Dock - Existing; Gutters; Lawn Irrigation; Pool - Elevated; Porch - Front Porch,Yes,Yes,No,No,Amenities: Cable TV Available; Club House; Dock Facilities; Gated Comm; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,1
240,"$1,800,000",No,5,5.5,5,1,3,Park West,5401,2016,0.38,Yes,Traditional,3,Misc Exterior: Deck; Dock - Existing; Dock - Floating; Gutters; Lawn Irrigation; Patio; Pool - In Ground; Porch - Full Front; Porch - Screened; Storm Doors; Storm Windows; Thermal Windows/Doors,Yes,Yes,No,Yes,Amenities: Neighborhood Pool; Trash Pickup,No,Yes,1
242,"$1,495,000",No,4,3.5,3,1,2,Park West,4100,2001,0.67,No,Colonial,4,Misc Exterior: Boatlift; Dock - Existing; Dock - Floating; Elevator Shaft; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Full Front; Sea Wall; Special Yard Lights,No,Yes,No,No,Amenities: Cable TV Available; Club House; Dock Facilities; Elevators; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
243,"$1,399,000",No,6,5.5,5,1,2,Park West,4400,2001,0.44,No,Traditional,2,Misc Exterior: Deck; Dock - Existing; Gutters; Lawn Irrigation; Patio; Porch - Front Porch; Porch - Screened; Special Yard Lights,No,Yes,No,Yes,Amenities: Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
244,"$1,250,000",No,4,4.5,4,1,3,Park West,3621,2001,0.29,No,Traditional,4,Misc Exterior: Boatlift; Dock - Existing; Dock - Floating; Fence - Wooden Enclosed; Gutters; Lawn Irrigation; Pool - In Ground; Porch - Front Porch; Porch - Screened; Special Yard Lights; Thermal Windows/Doors,Yes,Yes,Yes,Yes,Amenities: Boat Storage; Cable TV Available; Club House; Neighborhood Pool; Play Park; Tennis Court; Trash Pickup; Walk/Jog Trails,No,Yes,2
245,"$1,100,000",No,5,4,4,0,2,Park West,4030,2013,0.55,No,Traditional,3,Misc Exterior: Deck; Dock - Existing; Dock - Floating; Porch - Front Porch; Porch - Full Front; Porch - Screened,No,Yes,No,Yes,Amenities: Dock Facilities; Play Park; Tennis Court; Trash Pickup,No,Yes,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
